Date,Open,High,Low,Close,Adj Close,Volume
2007-01-01,22.969999,24.000000,22.910000,24.000000,10.543930,0
2007-02-01,24.180000,24.430000,23.590000,23.670000,10.398953,0
2007-03-01,23.400000,24.139999,22.850000,24.139999,10.605435,0
2007-04-01,24.240000,24.540001,23.830000,23.990000,10.539538,0
2007-05-01,24.059999,24.290001,23.580000,24.290001,10.957936,0
2007-06-01,24.350000,24.520000,23.799999,24.180000,10.908310,0
2007-07-01,24.530001,24.950001,24.330000,24.330000,10.975980,0
2007-08-01,24.700001,25.510000,24.190001,25.020000,11.287261,0
2007-09-01,25.170000,26.580000,25.059999,26.480000,11.945908,0
2007-10-01,26.770000,27.090000,25.850000,26.360001,11.891772,0
2007-11-01,25.910000,26.139999,25.090000,26.139999,11.792524,0
2007-12-01,25.959999,26.590000,23.969999,24.870001,11.219589,0
2008-01-01,24.790001,25.730000,24.059999,24.420000,11.704840,0
2008-02-01,24.850000,25.010000,24.350000,24.410000,11.700045,0
2008-03-01,24.389999,24.389999,22.959999,23.990000,11.498736,0
2008-04-01,24.590000,24.870001,23.219999,23.990000,11.498736,0
2008-05-01,24.299999,24.360001,23.750000,24.360001,12.050065,0
2008-06-01,24.190001,24.620001,23.719999,24.049999,11.896717,0
2008-07-01,24.110001,25.410000,23.840000,25.160000,12.445800,0
2008-08-01,25.160000,26.570000,25.160000,26.120001,12.920680,0
2008-09-01,26.260000,26.360001,24.400000,24.790001,12.262773,0
2008-10-01,24.719999,24.719999,18.090000,20.309999,10.046668,0
2008-11-01,20.510000,20.690001,15.900000,17.559999,8.686336,0
2008-12-01,16.670000,18.450001,16.670000,18.450001,9.126589,0
2009-01-01,18.870001,19.490000,18.040001,19.290001,9.544817,0
2009-02-01,19.360001,20.010000,17.299999,17.299999,8.560150,0
2009-03-01,16.520000,18.610001,16.090000,18.469999,9.139074,0
2009-04-01,18.430000,19.360001,18.059999,19.080000,9.440907,0
2009-05-01,18.980000,19.980000,18.980000,19.980000,9.886234,0
2009-06-01,20.219999,21.059999,19.549999,20.969999,10.376091,0
2009-07-01,20.820000,21.610001,19.889999,21.540001,10.658131,0
2009-08-01,21.889999,22.639999,21.500000,22.549999,11.157886,0
2009-09-01,22.230000,23.469999,22.170000,23.320000,11.538888,0
2009-10-01,22.809999,23.559999,22.090000,22.090000,10.930275,0
2009-11-01,22.330000,23.840000,22.330000,23.540001,11.647746,0
2009-12-01,23.850000,24.750000,23.709999,24.469999,12.107914,0
2010-01-01,24.650000,25.760000,24.639999,24.730000,12.236563,0
2010-02-01,24.860001,25.260000,24.360001,25.230000,12.483970,0
2010-03-01,25.590000,26.690001,25.590000,26.490000,13.107424,0
2010-04-01,26.530001,27.139999,25.830000,26.200001,12.963931,0
2010-05-01,26.400000,26.400000,23.719999,24.170000,11.976195,0
2010-06-01,23.889999,24.760000,23.440001,23.600000,11.693761,0
2010-07-01,23.350000,24.299999,22.990000,23.240000,11.515382,0
2010-08-01,23.549999,23.889999,21.950001,21.950001,10.876188,0
2010-09-01,22.450001,24.580000,22.450001,24.580000,12.179349,0
2010-10-01,24.650000,25.200001,24.360001,24.959999,12.367638,0
2010-11-01,24.879999,26.100000,24.879999,25.549999,12.659980,0
2010-12-01,26.110001,27.990000,26.110001,27.580000,13.665841,0
2011-01-01,27.940001,28.559999,27.510000,28.190001,13.968098,0
2011-02-01,28.540001,30.030001,28.389999,29.549999,14.641973,0
2011-03-01,29.360001,30.170000,28.480000,29.959999,14.845130,0
2011-04-01,30.250000,31.450001,29.950001,31.450001,15.583425,0
2011-05-01,31.580000,31.959999,31.059999,31.639999,15.764565,0
2011-06-01,31.240000,31.240000,30.059999,31.000000,15.445686,0
2011-07-01,31.480000,31.879999,29.740000,29.740000,14.817895,0
2011-08-01,29.139999,29.139999,25.379999,28.299999,14.100418,0
2011-09-01,27.980000,27.980000,26.120001,26.450001,13.178658,0
2011-10-01,25.340000,27.750000,25.340000,27.230000,13.567293,0
2011-11-01,26.299999,27.430000,24.549999,26.420000,13.163712,0
