Date,Open,High,Low,Close,Adj Close,Volume
2009-09-01,6.480000,7.730000,6.360000,7.240000,5.027737,0
2009-10-01,6.910000,7.380000,6.720000,6.900000,4.834224,0
2009-11-01,6.900000,7.560000,6.850000,7.400000,5.184529,0
2009-12-01,7.490000,8.120000,7.490000,7.870000,5.513817,0
2010-01-01,7.840000,8.020000,7.430000,7.430000,5.239781,0
2010-02-01,7.570000,7.920000,7.250000,7.920000,5.585338,0
2010-03-01,7.990000,8.860000,7.980000,8.780000,6.191827,0
2010-04-01,8.730000,9.680000,8.730000,9.390000,6.664889,0
2010-05-01,9.690000,9.690000,8.330000,8.850000,6.281603,0
2010-06-01,8.670000,9.230000,8.290000,8.290000,5.884124,0
2010-07-01,8.270000,9.150000,7.910000,9.090000,6.482069,0
2010-08-01,9.380000,9.380000,8.740000,8.980000,6.403626,0
2010-09-01,9.290000,9.760000,9.240000,9.350000,6.667474,0
2010-10-01,9.410000,10.010000,9.410000,9.820000,7.043030,0
2010-11-01,9.900000,10.320000,9.410000,9.710000,6.964136,0
2010-12-01,9.790000,10.120000,9.600000,10.100000,7.243848,0
2011-01-01,10.290000,10.460000,10.030000,10.410000,7.501537,0
2011-02-01,10.470000,10.890000,10.410000,10.890000,7.847430,0
2011-03-01,10.580000,10.750000,10.280000,10.750000,7.746546,0
2011-04-01,10.780000,11.330000,10.530000,11.270000,8.142262,0
2011-05-01,11.270000,11.400000,10.950000,11.400000,8.236182,0
2011-06-01,11.070000,11.070000,10.620000,11.040000,7.976091,0
2011-07-01,11.250000,11.550000,11.110000,11.120000,8.054045,0
2011-08-01,10.970000,10.970000,8.950000,10.470000,7.583260,0
2011-09-01,10.320000,10.390000,9.270000,9.270000,6.714116,0
2011-10-01,8.880000,10.740000,8.880000,10.620000,7.729061,0
2011-11-01,10.260000,10.710000,9.580000,10.330000,7.518003,0
2011-12-01,10.210000,10.710000,10.010000,10.650000,7.750895,0
2012-01-01,10.750000,11.420000,10.580000,11.370000,8.313317,0
2012-02-01,11.460000,11.660000,11.310000,11.360000,8.306007,0
2012-03-01,11.440000,11.870000,11.370000,11.870000,8.678898,0
2012-04-01,11.950000,12.200000,11.380000,12.180000,8.939651,0
2012-05-01,12.280000,12.280000,11.380000,11.660000,8.557991,0
2012-06-01,11.380000,12.260000,11.320000,12.260000,8.998367,0
2012-07-01,12.390000,12.640000,12.260000,12.550000,9.245889,0
2012-08-01,12.500000,12.620000,12.300000,12.550000,9.245889,0
2012-09-01,12.630000,12.940000,12.330000,12.330000,9.083810,0
2012-10-01,12.250000,12.490000,12.100000,12.240000,9.056179,0
2012-11-01,12.280000,12.370000,11.790000,12.170000,9.004389,0
2012-12-01,12.200000,12.530000,12.160000,12.520000,9.263348,0
2013-01-01,12.680000,13.050000,12.650000,12.830000,9.541623,0
2013-02-01,12.880000,13.010000,12.630000,12.790000,9.511875,0
2013-03-01,12.860000,13.050000,12.860000,13.050000,9.705237,0
2013-04-01,13.080000,13.910000,13.060000,13.910000,10.391536,0
2013-05-01,13.810000,14.440000,13.200000,13.200000,9.861129,0
2013-06-01,13.260000,13.260000,12.270000,12.840000,9.592187,0
2013-07-01,12.790000,13.460000,12.790000,12.880000,9.665394,0
2013-08-01,12.850000,12.850000,11.870000,12.060000,9.050053,0
2013-09-01,11.970000,12.970000,11.950000,12.460000,9.350220,0
2013-10-01,12.620000,13.330000,12.330000,12.950000,9.765431,0
2013-11-01,13.050000,13.090000,12.430000,12.430000,9.373307,0
2013-12-01,12.370000,12.600000,11.990000,12.280000,9.260195,0
2014-01-01,12.250000,12.680000,12.250000,12.630000,9.740945,0
2014-02-01,12.390000,13.200000,12.390000,13.200000,10.180557,0
2014-03-01,13.200000,13.370000,12.990000,13.200000,10.180557,0
2014-04-01,13.280000,13.560000,13.070000,13.560000,10.505708,0
2014-05-01,13.620000,13.930000,13.590000,13.930000,10.792367,0
2014-06-01,13.950000,14.210000,13.830000,14.040000,10.877591,0
2014-07-01,14.100000,14.340000,14.020000,14.020000,10.908033,0
2014-08-01,13.990000,14.500000,13.950000,14.430000,11.227027,0
2014-09-01,14.460000,14.570000,13.580000,13.600000,10.581258,0
2014-10-01,13.590000,14.940000,13.590000,14.940000,11.680590,0
2014-11-01,15.080000,15.220000,14.860000,15.220000,11.899507,0
2014-12-01,15.160000,15.440000,14.720000,15.190000,11.876052,0
2015-01-01,15.400000,16.500000,15.400000,16.059999,12.830714,0
2015-02-01,16.049999,16.360001,15.640000,15.740000,12.575056,0
2015-03-01,15.830000,16.360001,15.220000,15.920000,12.718863,0
2015-04-01,15.910000,16.190001,15.110000,15.110000,12.113823,0
2015-05-01,15.240000,15.460000,14.900000,15.140000,12.137877,0
2015-06-01,15.330000,15.330000,14.340000,14.390000,11.536592,0
2015-07-01,14.600000,15.270000,14.600000,15.270000,12.292650,0
2015-08-01,15.350000,15.620000,14.040000,14.370000,11.568133,0
2015-09-01,14.080000,14.880000,14.010000,14.660000,11.801589,0
2015-10-01,14.740000,15.760000,14.740000,15.510000,12.549374,0
2015-11-01,15.830000,15.830000,14.890000,15.420000,12.476556,0
2015-12-01,15.630000,15.630000,14.330000,14.900000,12.055812,0
2016-01-01,14.690000,14.950000,13.740000,14.230000,12.124755,0
2016-02-01,14.240000,14.240000,13.140000,14.120000,12.031030,0
2016-03-01,14.510000,15.440000,14.510000,15.440000,13.155743,0
2016-04-01,15.450000,15.450000,15.000000,15.090000,12.941947,0
2016-05-01,15.320000,15.850000,14.990000,15.370000,13.182088,0
2016-06-01,15.330000,16.040001,15.280000,16.040001,13.756713,0
2016-07-01,16.049999,16.690001,15.980000,16.690001,14.383904,0
2016-08-01,16.750000,16.750000,16.000000,16.160000,13.927135,0
2016-09-01,16.129999,16.459999,15.490000,15.910000,13.711677,0
2016-10-01,15.640000,15.640000,14.840000,15.070000,13.046569,0
2016-11-01,14.780000,14.930000,14.370000,14.750000,12.769536,0
2016-12-01,14.520000,15.190000,14.520000,14.930000,12.925368,0
2017-01-01,14.970000,15.230000,14.820000,14.930000,13.249855,0
2017-02-01,14.760000,15.580000,14.760000,15.520000,13.773458,0
2017-03-01,15.480000,15.480000,14.830000,15.310000,13.587092,0
2017-04-01,15.330000,15.830000,15.330000,15.480000,13.765091,0
2017-05-01,15.560000,15.760000,15.270000,15.600000,13.871799,0
2017-06-01,15.690000,16.040001,15.690000,15.830000,14.076319,0
2017-07-01,15.950000,16.100000,15.510000,16.090000,14.360670,0
2017-08-01,16.160000,16.270000,15.800000,16.270000,14.521324,0
2017-09-01,16.280001,16.459999,15.840000,15.990000,14.271417,0
2017-10-01,15.970000,16.379999,15.970000,16.129999,14.458332,0
2017-11-01,16.170000,16.770000,16.170000,16.629999,14.906515,0
2017-12-01,16.650000,16.650000,15.240000,15.550000,13.938444,0
2018-01-01,15.470000,15.470000,14.800000,15.160000,14.510320,0
2018-02-01,14.910000,14.910000,13.840000,14.140000,13.534034,0
2018-03-01,14.110000,14.750000,14.090000,14.650000,14.022176,0
2018-04-01,14.440000,14.770000,14.360000,14.750000,14.182715,0
2018-05-01,14.830000,15.210000,14.630000,15.160000,14.576947,0
2018-06-01,15.210000,15.640000,15.190000,15.640000,15.038486,0
2018-07-01,15.560000,15.910000,15.400000,15.570000,15.051724,0
2018-08-01,15.690000,16.120001,15.600000,16.090000,15.554416,0
2018-09-01,15.920000,16.030001,15.320000,15.610000,15.090393,0
2018-10-01,15.610000,15.610000,14.710000,15.190000,14.771924,0
2018-11-01,15.250000,15.900000,15.110000,15.900000,15.462383,0
2018-12-01,16.010000,16.180000,13.860000,14.440000,14.042567,0
2019-01-01,14.090000,16.040001,14.090000,16.040001,15.861253,0
2019-02-01,15.960000,16.430000,15.960000,16.240000,16.059023,0
2019-03-01,16.219999,16.900000,16.219999,16.879999,16.691891,0
2019-04-01,16.870001,17.170000,16.510000,16.980000,16.845957,0
2019-05-01,17.020000,17.240000,16.750000,17.080000,16.945169,0
2019-06-01,17.110001,17.860001,17.030001,17.309999,17.173353,0
2019-07-01,17.290001,17.969999,17.290001,17.620001,17.544174,0
2019-08-01,17.629999,18.440001,17.379999,18.440001,18.360645,0
2019-09-01,18.639999,18.790001,18.180000,18.610001,18.529915,0
2019-10-01,18.469999,19.049999,18.410000,18.910000,18.910000,0
2019-11-01,18.910000,18.910000,18.100000,18.690001,18.690001,0
