Date,Open,High,Low,Close,Adj Close,Volume
2013-05-01,28.209999,29.670000,27.980000,29.309999,27.423504,771300
2013-06-01,29.340000,29.660000,27.930000,28.850000,26.993107,1340800
2013-07-01,29.010000,30.920000,28.660000,30.809999,28.889515,479200
2013-08-01,31.070000,31.559999,30.260000,30.549999,28.645725,314000
2013-09-01,30.840000,32.820000,30.730000,32.380001,30.361660,345400
2013-10-01,32.470001,33.619999,31.610001,32.950001,30.964224,713500
2013-11-01,32.970001,33.869999,32.619999,33.650002,31.622032,719100
2013-12-01,33.790001,35.450001,33.520000,35.419998,33.285362,437700
2014-01-01,35.259998,36.279999,34.750000,35.220001,33.178650,1160200
2014-02-01,35.160000,37.950001,33.990002,37.459999,35.288815,990700
2014-03-01,37.119999,38.209999,36.630001,37.400002,35.232296,1260300
2014-04-01,37.560001,38.250000,35.439999,36.520000,34.469727,1291300
2014-05-01,36.549999,38.310001,35.779999,38.230000,36.083725,941700
2014-06-01,38.439999,39.980000,38.119999,39.950001,37.707157,704200
2014-07-01,40.060001,40.730000,39.500000,39.639999,37.492992,995400
2014-08-01,39.549999,41.389999,39.020000,41.360001,39.119846,1003600
2014-09-01,41.590000,42.509998,40.680000,41.119999,38.892834,1328100
2014-10-01,41.090000,42.080002,36.439999,41.959999,39.744106,2423300
2014-11-01,42.099998,44.660000,41.959999,44.549999,42.197334,1501400
2014-12-01,44.450001,44.840000,42.419998,43.750000,41.439583,1760700
2015-01-01,43.889999,44.060001,41.080002,41.090000,39.199238,1694000
2015-02-01,41.250000,44.830002,40.480000,44.580002,42.528652,1494000
2015-03-01,44.709999,45.279999,41.900002,43.430000,41.431568,1111700
2015-04-01,43.250000,44.799999,42.680000,43.750000,41.829075,894500
2015-05-01,44.090000,45.590000,43.209999,45.320000,43.330151,679300
2015-06-01,45.439999,45.560001,42.340000,42.419998,40.557468,1349300
2015-07-01,42.869999,43.040001,41.250000,42.380001,40.607178,1206800
2015-08-01,42.430000,43.150002,33.849998,40.110001,38.432133,1482500
2015-09-01,39.189999,41.270000,37.959999,39.369999,37.723083,1508000
2015-10-01,39.380001,43.860001,38.529999,43.060001,41.371025,1134600
2015-11-01,43.369999,44.090000,41.910000,43.779999,42.062778,1109800
2015-12-01,43.970001,44.549999,42.070000,42.650002,40.977104,785900
2016-01-01,41.660000,42.150002,36.240002,39.330002,37.893402,1275800
2016-02-01,39.119999,40.320000,35.849998,39.840000,38.384766,1325400
2016-03-01,40.070000,43.340000,40.070000,42.930000,41.361904,843400
2016-04-01,42.639999,43.150002,40.610001,40.880001,39.727123,523300
2016-05-01,40.759998,43.990002,39.810001,43.959999,42.720257,765400
2016-06-01,43.689999,44.439999,40.459999,43.330002,42.108025,613400
2016-07-01,43.099998,47.450001,42.000000,46.720001,45.533760,612500
2016-08-01,46.680000,49.650002,45.790001,49.189999,47.941051,1064000
2016-09-01,49.259998,51.110001,48.000000,50.910000,49.617378,1364600
2016-10-01,50.990002,51.549999,49.060001,50.959999,49.746342,2155800
2016-11-01,50.980000,52.869999,49.139999,52.220001,50.976337,32606500
2016-12-01,52.410000,54.200001,50.130001,52.660000,51.405857,4001700
2017-01-01,53.080002,56.869999,52.689999,56.299999,55.066315,3595400
2017-02-01,56.750000,59.040001,56.080002,58.560001,57.276794,3702900
2017-03-01,59.220001,60.610001,58.549999,60.150002,58.831951,6813500
2017-04-01,60.200001,61.650002,58.669998,61.220001,59.973064,4165300
2017-05-01,61.410000,65.440002,61.250000,64.980003,63.656487,4055800
2017-06-01,65.160004,67.169998,61.919998,62.389999,61.119232,5703500
2017-07-01,62.740002,66.209999,61.639999,62.160000,61.013271,5500800
2017-08-01,64.470001,66.050003,62.639999,65.970001,64.752983,6086100
2017-09-01,66.190002,68.150002,64.949997,68.150002,66.892769,2065600
2017-10-01,68.290001,73.010002,68.029999,72.849998,71.669136,2834400
2017-11-01,73.199997,75.220001,71.599998,72.489998,71.314980,6215800
2017-12-01,72.099998,74.040001,70.129997,71.940002,70.773895,4271400
2018-01-01,72.169998,78.690002,72.089996,77.570000,76.521698,4919000
2018-02-01,76.940002,79.099998,68.599998,77.349998,76.304672,6534900
2018-03-01,77.470001,83.419998,74.529999,76.019997,74.992638,4968000
2018-04-01,75.849998,78.800003,72.809998,74.760002,73.837845,4633000
2018-05-01,74.430000,79.959999,73.949997,78.730003,77.758858,3014100
2018-06-01,79.150002,81.629997,75.639999,77.059998,76.109451,3067200
2018-07-01,76.209999,81.430000,75.940002,79.410004,78.600243,3390700
2018-08-01,79.320000,81.849998,77.250000,81.269997,80.441269,3639500
2018-09-01,80.839996,80.839996,76.910004,79.360001,78.550743,3641300
2018-10-01,79.769997,80.000000,67.339996,71.489998,70.893936,8083800
2018-11-01,71.739998,75.209999,68.330002,74.160004,73.541679,5566500
2018-12-01,75.980003,76.000000,63.299999,68.059998,67.492531,5487400
2019-01-01,66.639999,76.339996,65.029999,75.949997,75.535500,4888000
2019-02-01,76.160004,81.930000,76.150002,80.120003,79.682739,3134000
2019-03-01,80.910004,84.800003,77.349998,82.370003,81.920464,3334000
2019-04-01,83.540001,90.199997,83.269997,89.330002,88.970100,4601100
2019-05-01,89.930000,90.220001,77.820000,77.849998,77.536346,4573200
2019-06-01,78.120003,85.750000,76.139999,85.489998,85.145561,3568200
2019-07-01,88.019997,92.370003,86.360001,88.290001,88.088676,3628400
2019-08-01,88.430000,90.379997,81.419998,86.169998,85.973503,4844400
2019-09-01,85.529999,91.309998,84.769997,87.529999,87.330406,3406400
2019-10-01,87.919998,91.790001,84.300003,90.470001,90.470001,4090600
2019-11-01,91.279999,94.370003,91.040001,93.730003,93.730003,647500
